OTU_ID	Kingdom	Phylum	Class	Order	Family	Genus	Species
OTU1194	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Podoscyphaceae	Abortiporus	Abortiporus biennis 
OTU2127	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	NA	NA
OTU3662	Fungi	Chytridiomycota	Rhizophydiomycetes	Rhizophydiales	Rhizophydiaceae	Rhizophydium	Rhizophydium brooksianum 
OTU2013	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
OTU3137	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1758	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Zymoseptoria	NA
OTU1769	Fungi	Ascomycota	Leotiomycetes	Helotiales	Myxotrichaceae	Oidiodendron	Oidiodendron cereale 
OTU2014	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	Tolypocladium	Tolypocladium parasiticum 
OTU2941	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Psathyrella	Psathyrella bipellis 
OTU601	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	NA	NA
OTU3693	Fungi	NA	NA	NA	NA	NA	NA
OTU2905	Fungi	Mucoromycota	Endogonomycetes	Endogonales	NA	NA	NA
OTU2907	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus macrocarpum 
OTU2096	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	NA	NA
OTU1331	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	NA	NA
OTU3357	Fungi	Ascomycota	Sordariomycetes	Sordariales	NA	NA	NA
OTU863	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Funneliformis	Funneliformis mosseae 
OTU3664	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Phaeohelotium	NA
OTU1851	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Hannaella	NA
OTU1744	Fungi	Basidiomycota	Microbotryomycetes	Kriegeriales	Camptobasidiaceae	Glaciozyma	Glaciozyma martinii 
OTU657	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria	NA
OTU3096	Fungi	NA	NA	NA	NA	NA	NA
OTU3714	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU2432	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
OTU1414	Fungi	NA	NA	NA	NA	NA	NA
OTU1435	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum hanaui 
OTU2736	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	NA	NA
OTU1624	Fungi	Basidiomycota	Cystobasidiomycetes	Cystobasidiales	Cystobasidiaceae	Cystobasidium	NA
OTU1753	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Nemania	NA
OTU2338	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Trichosporon	NA
OTU684	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	NA	NA	NA
OTU2148	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Hannaella	NA
OTU1294	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	NA	NA	NA
OTU2806	Fungi	NA	NA	NA	NA	NA	NA
OTU1804	Fungi	Ascomycota	Dothideomycetes	Venturiales	Venturiaceae	Cylindrosympodium	NA
OTU2777	Fungi	Basidiomycota	Microbotryomycetes	Microbotryales	Microbotryaceae	Microbotryum	NA
OTU2328	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Armillaria	Armillaria mellea 
OTU1680	Fungi	Mucoromycota	Endogonomycetes	Endogonales	NA	NA	NA
OTU3983	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	NA
OTU1896	Fungi	Basidiomycota	Agaricomycetes	Boletales	Tapinellaceae	Tapinella	Tapinella atrotomentosa 
OTU2186	Fungi	NA	NA	NA	NA	NA	NA
OTU431	Fungi	Ascomycota	Leotiomycetes	Phacidiales	Phacidiaceae	Phacidium	NA
OTU1050	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	NA	NA
OTU1178	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	NA	NA
OTU3857	Fungi	NA	NA	NA	NA	NA	NA
OTU1133	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU3064	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Psathyrella	Psathyrella pseudogracilis 
OTU856	Fungi	Basidiomycota	Agaricomycetes	Venturiales	Venturiaceae	Cylindrosympodium	NA
OTU918	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1884	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Hannaella	Hannaella phetchabunensis 
OTU923	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
OTU2174	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Nodulisporium	Nodulisporium hinnuleum 
OTU2383	Fungi	NA	NA	NA	NA	NA	NA
OTU3158	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
OTU3280	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Piskurozymaceae	Solicoccozyma	NA
OTU1205	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Melanommataceae	NA	NA
OTU3720	Fungi	NA	NA	NA	NA	NA	NA
OTU1140	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Powellomycetaceae	NA	NA
OTU1887	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Dioszegia	Dioszegia changbaiensis 
OTU2953	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinellus	Coprinellus xanthothrix 
OTU3491	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Panaeolus	Panaeolus papilionaceus 
OTU3143	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Phaeohelotium	NA
OTU1062	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1911	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Psathyrella	Psathyrella squamosa 
OTU1200	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	NA	NA
OTU2087	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Claroideoglomus	NA
OTU4010	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae	Serendipita	NA
OTU1743	Fungi	Rozellomycota	NA	NA	NA	NA	NA
OTU1121	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	NA	NA
OTU901	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Scutellinia	NA
OTU2359	Fungi	NA	NA	NA	NA	NA	NA
OTU3563	Fungi	NA	NA	NA	NA	NA	NA
OTU1229	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
OTU2626	Fungi	Ascomycota	Sordariomycetes	Ophiostomatales	Ophiostomataceae	Sporothrix	NA
OTU2435	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	Chalara	NA
OTU4048	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	Pseudorobillarda	Pseudorobillarda phragmitis 
OTU1824	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	NA
OTU1350	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU3114	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	NA	NA
OTU3291	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	NA	NA
OTU2547	Fungi	NA	NA	NA	NA	NA	NA
OTU934	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	NA	NA	NA
OTU2843	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	NA	NA
OTU3190	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU2040	Fungi	NA	NA	NA	NA	NA	NA
OTU3629	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	NA	NA
OTU981	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Hyphodermataceae	Hyphoderma	NA
OTU539	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	NA	NA	NA
OTU1032	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	NA	NA
OTU1993	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	NA
OTU1638	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1836	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	Clavaria	Clavaria tenuipes 
OTU3478	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	NA
OTU4044	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	NA	NA
OTU1707	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	NA	NA
OTU1139	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1245	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae	Postia	NA
OTU1780	Fungi	Basidiomycota	Agaricomycetes	NA	NA	NA	NA
OTU2022	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Cordyceps	Cordyceps bassiana 
OTU2005	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Exidiaceae	Exidia	NA
OTU2112	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	NA
OTU1059	Fungi	NA	NA	NA	NA	NA	NA
OTU2094	Fungi	NA	NA	NA	NA	NA	NA
OTU2356	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
OTU1256	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU666	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Neocamarosporium	NA
OTU4027	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU4031	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	NA	NA
OTU1120	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	NA	NA
OTU1474	Fungi	Agaricomycetes	NA	NA	NA	NA	NA
OTU1095	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU1468	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinellus	Coprinellus disseminatus 
OTU2191	Fungi	NA	NA	NA	NA	NA	NA
OTU2215	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae	Mycoacia	Mycoacia fuscoatra 
OTU1049	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	NA	NA
OTU1652	Fungi	Basidiomycota	Microbotryomycetes	NA	Chrysozymaceae	NA	NA
OTU2961	Fungi	NA	NA	NA	NA	NA	NA
OTU1261	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	NA	NA	NA
OTU2553	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Claroideoglomus	NA
OTU1864	Fungi	NA	NA	NA	NA	NA	NA
OTU1519	Fungi	NA	NA	NA	NA	NA	NA
OTU1048	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	NA
OTU2433	Fungi	NA	NA	NA	NA	NA	NA
OTU2199	Fungi	NA	NA	NA	NA	NA	NA
OTU1978	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	NA	NA	NA
OTU2224	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	Peniophora	NA
OTU2917	Fungi	Ascomycota	Sordariomycetes	Myrmecridiales	Myrmecridiaceae	Myrmecridium	Myrmecridium schulzeri 
OTU1959	Fungi	NA	NA	NA	NA	NA	NA
OTU954	Fungi	Ascomycota	Sordariomycetes	Microascales	NA	NA	NA
OTU2375	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	NA	NA
OTU1598	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Collybia	Collybia cookei 
OTU2800	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	NA	NA
OTU3656	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
OTU2459	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Leptospora	NA
OTU3171	Fungi	NA	NA	NA	NA	NA	NA
OTU1051	Fungi	NA	NA	NA	NA	NA	NA
OTU1615	Fungi	Basidiomycota	Agaricomycetes	NA	NA	NA	NA
OTU1239	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	Peniophora	NA
OTU3681	Fungi	Basidiomycota	Microbotryomycetes	NA	NA	NA	NA
OTU1074	Fungi	NA	NA	NA	NA	NA	NA
OTU2275	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
OTU2086	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Peziza	NA
OTU1772	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	NA	NA
OTU2077	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinellus	Coprinellus domesticus 
OTU1492	Fungi	NA	NA	NA	NA	NA	NA
OTU3947	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	NA	NA	NA
OTU2557	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Lepiota	Lepiota cortinarius 
OTU506	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	NA	NA	NA
OTU4046	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	Diversisporaceae	Diversispora	NA
OTU798	Fungi	Kickxellomycota	Kickxellomycetes	Kickxellales	Kickxellaceae	Ramicandelaber	NA
OTU1481	Fungi	Ascomycota	Taphrinomycetes	Taphrinales	Taphrinaceae	Taphrina	NA
OTU957	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	NA	NA	NA
OTU1107	Fungi	NA	NA	NA	NA	NA	NA
OTU2010	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	NA
OTU741	Fungi	NA	NA	NA	NA	NA	NA
OTU1629	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
OTU1839	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Gymnopilus	Gymnopilus luteofolius 
OTU3600	Fungi	NA	NA	NA	NA	NA	NA
OTU2643	Fungi	NA	NA	NA	NA	NA	NA
OTU3747	Fungi	Ascomycota	Sordariomycetes	Sordariales	NA	NA	NA
OTU1897	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Capronia	Capronia kleinmondensis 
OTU2927	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	NA	NA	NA
OTU1811	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	NA	NA	NA
OTU1542	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	NA	NA
OTU1401	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Phaeohelotium	NA
OTU1808	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Paraophiobolus	Paraophiobolus plantaginis 
OTU2054	Fungi	Ascomycota	Laboulbeniomycetes	Pyxidiophorales	NA	NA	NA
OTU1264	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	Hydnodontaceae	Trechispora	NA
OTU2811	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU182	Fungi	NA	NA	NA	NA	NA	NA
OTU2871	Fungi	NA	NA	NA	NA	NA	NA
OTU2133	Fungi	NA	NA	NA	NA	NA	NA
OTU1530	Fungi	NA	NA	NA	NA	NA	NA
OTU2476	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	NA	NA
OTU3306	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	NA
OTU1149	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	NA
OTU3340	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	NA
OTU3787	Fungi	NA	NA	NA	NA	NA	NA
OTU1715	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae	Postia	Postia stiptica 
OTU686	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
OTU1027	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
OTU1408	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1790	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	NA	NA	NA
OTU3671	Fungi	Ascomycota	Sordariomycetes	Sordariales	NA	NA	NA
OTU2083	Fungi	Ascomycota	Sordariomycetes	Conioscyphales	Conioscyphaceae	Conioscypha	NA
OTU1663	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Septoglomus	NA
OTU286	Fungi	Ascomycota	Sordariomycetes	Sordariales	NA	NA	NA
OTU2520	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
OTU1473	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Psathyrella	NA
OTU3812	Fungi	NA	NA	NA	NA	NA	NA
OTU1787	Fungi	NA	NA	NA	NA	NA	NA
OTU2280	Fungi	Basidiomycota	NA	NA	NA	NA	NA
OTU1434	Fungi	Mucoromycota	Endogonomycetes	Endogonales	NA	NA	NA
OTU3950	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinellus	Coprinellus disseminatus 
OTU3732	Fungi	NA	NA	NA	NA	NA	NA
OTU1879	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Psathyrella	NA
OTU2157	Fungi	NA	NA	NA	NA	NA	NA
OTU2569	Fungi	NA	NA	NA	NA	NA	NA
OTU2187	Fungi	Basidiomycota	NA	NA	NA	NA	NA
OTU1948	Fungi	NA	NA	NA	NA	NA	NA
OTU2341	Fungi	NA	NA	NA	NA	NA	NA
OTU3805	Fungi	Glomeromycota	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	Paraglomus brasilianum 
OTU2865	Fungi	Chytridiomycota	Lobulomycetes	Lobulomycetales	Lobulomycetaceae	Lobulomyces	Lobulomyces angularis 
OTU815	Fungi	NA	NA	NA	NA	NA	NA
OTU1412	Fungi	NA	NA	NA	NA	NA	NA
OTU2434	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pterulaceae	NA	NA
OTU2152	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	NA	NA	NA
OTU975	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Pluteus	NA
OTU3981	Fungi	Ascomycota	Sordariomycetes	Sordariales	NA	NA	NA
OTU702	Fungi	Ascomycota	Sordariomycetes	Sordariales	NA	NA	NA
OTU2348	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Hypholoma	Hypholoma capnoides 
OTU1512	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU2679	Fungi	NA	NA	NA	NA	NA	NA
OTU1116	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinopsis	NA
OTU2678	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	NA	NA
OTU1307	Fungi	Chytridiomycota	Rhizophlyctidomycetes	Rhizophlyctidales	NA	NA	NA
OTU3620	Fungi	NA	NA	NA	NA	NA	NA
OTU2962	Fungi	NA	NA	NA	NA	NA	NA
OTU971	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Cyphellophoraceae	Cyphellophora	NA
OTU2568	Fungi	NA	NA	NA	NA	NA	NA
OTU2596	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1834	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	Diversisporaceae	Diversispora	NA
OTU1796	Fungi	Chytridiomycota	NA	NA	NA	NA	NA
OTU1889	Fungi	NA	NA	NA	NA	NA	NA
OTU1973	Fungi	Basidiobolomycota	Basidiobolomycetes	Basidiobolales	Basidiobolaceae	Basidiobolus	Basidiobolus ranarum 
OTU421	Fungi	Ascomycota	Pezizomycetes	Pezizales	Ascodesmidaceae	Cephaliophora	NA
OTU1190	Fungi	NA	NA	NA	NA	NA	NA
OTU553	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	NA	NA
OTU3811	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Scutellinia	NA
OTU3648	Fungi	NA	NA	NA	NA	NA	NA
OTU3677	Fungi	NA	NA	NA	NA	NA	NA
OTU4043	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Funneliformis	Funneliformis mosseae 
OTU3014	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Cylindrobasidium	Cylindrobasidium torrendii 
OTU2102	Fungi	Ascomycota	Sordariomycetes	Xylariales	NA	NA	NA
OTU1063	Fungi	Glomeromycota	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	NA
OTU1427	Fungi	NA	NA	NA	NA	NA	NA
OTU2068	Fungi	NA	NA	NA	NA	NA	NA
OTU951	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	NA	NA
OTU2454	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	NA
OTU1831	Fungi	Ascomycota	Tremellomycetes	Eurotiales	Aspergillaceae	Aspergillus	NA
OTU963	Fungi	Ascomycota	Sordariomycetes	Magnaporthales	Magnaporthaceae	NA	NA
OTU1380	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
OTU2671	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus irregularis 
OTU3678	Fungi	Chytridiomycota	NA	NA	NA	NA	NA
OTU2984	Fungi	Mucoromycota	Endogonomycetes	Endogonales	NA	NA	NA
OTU2823	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinellus	Coprinellus brevisetulosus 
OTU1642	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1146	Fungi	NA	NA	NA	NA	NA	NA
OTU3679	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	NA	NA
OTU2910	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU817	Fungi	Basidiomycota	Agaricomycetes	NA	NA	NA	NA
OTU2285	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	Diversisporaceae	Diversispora	NA
OTU1937	Fungi	NA	NA	NA	NA	NA	NA
OTU3615	Fungi	Glomeromycota	Glomeromycetes	Glomerales	NA	NA	NA
OTU3439	Fungi	NA	NA	NA	NA	NA	NA
OTU3062	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus irregularis 
OTU3068	Fungi	NA	NA	NA	NA	NA	NA
OTU3565	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	NA	NA	NA
OTU3898	Fungi	NA	NA	NA	NA	NA	NA
OTU2267	Fungi	NA	NA	NA	NA	NA	NA
OTU1272	Fungi	NA	NA	NA	NA	NA	NA
OTU1767	Fungi	Ascomycota	Sordariomycetes	Xylariales	Sporocadaceae	Pestalotiopsis	NA
OTU1694	Fungi	NA	NA	NA	NA	NA	NA
OTU1449	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
OTU4051	Fungi	Mucoromycota	Endogonomycetes	Endogonales	NA	NA	NA
OTU3131	Fungi	NA	NA	NA	NA	NA	NA
OTU3987	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
OTU742	Fungi	NA	NA	NA	NA	NA	NA
OTU619	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Ceratobasidium	NA
OTU3135	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	NA	NA
OTU2915	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Microdominikia	NA
OTU1270	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	NA
OTU564	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	NA	NA
OTU3166	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
OTU1701	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Psathyrella	Psathyrella sulcatotuberculosa 
OTU2755	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Pilodermataceae	Piloderma	NA
OTU3816	Fungi	NA	NA	NA	NA	NA	NA
OTU1171	Fungi	NA	NA	NA	NA	NA	NA
OTU2074	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	NA	NA
OTU1817	Fungi	NA	NA	NA	NA	NA	NA
OTU2695	Fungi	Ascomycota	Sordariomycetes	Sordariales	NA	NA	NA
OTU2758	Fungi	Basidiomycota	NA	NA	NA	NA	NA
OTU3161	Fungi	NA	NA	NA	NA	NA	NA
OTU560	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	NA	NA
OTU2668	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Pholiota	Pholiota adiposa 
OTU1988	Fungi	NA	NA	NA	NA	NA	NA
OTU1906	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	Tolypocladium	Tolypocladium inegoense 
OTU3749	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae	Hydnophlebia	Hydnophlebia chrysorhiza 
OTU1832	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Clitopilus	NA
OTU1579	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	Curvularia fallax 
OTU1662	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	NA	NA
OTU3628	Fungi	NA	NA	NA	NA	NA	NA
OTU1788	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	NA
OTU1508	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Cylindrocladium	NA
OTU2773	Fungi	Kickxellomycota	Kickxellomycetes	Kickxellales	Kickxellaceae	Ramicandelaber	NA
OTU1443	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Dominikia	NA
OTU1619	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Agrocybe	Agrocybe elatella 
OTU1639	Fungi	NA	NA	NA	NA	NA	NA
OTU1457	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	NA	NA
OTU2508	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Ganodermataceae	Perenniporia	Perenniporia bostonensis 
OTU2175	Fungi	NA	NA	NA	NA	NA	NA
OTU3649	Fungi	Mucoromycota	Endogonomycetes	Endogonales	NA	NA	NA
OTU1703	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Agaricus	NA
OTU3117	Fungi	NA	NA	NA	NA	NA	NA
OTU2646	Fungi	NA	NA	NA	NA	NA	NA
OTU3939	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	NA
OTU1238	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	NA	NA	NA
