OTU_ID	Kingdom	Phylum	Class	Order	Family	Genus	Species
OTU1605	Fungi	NA	NA	NA	NA	NA	NA
OTU2059	Fungi	NA	NA	NA	NA	NA	NA
OTU486	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	NA	NA
OTU317	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
OTU70	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	NA	NA
OTU953	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	NA	NA
OTU1022	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Phaeohelotium	NA
OTU1161	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Didymella	NA
OTU588	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	NA
OTU718	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	NA
OTU279	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	Vishniacozyma heimaeyensis 
OTU3921	Fungi	NA	NA	NA	NA	NA	NA
OTU151	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	NA
OTU234	Fungi	Basidiomycota	Microbotryomycetes	NA	NA	NA	NA
OTU382	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Scutellinia	NA
OTU1262	Fungi	Ascomycota	Dothideomycetes	NA	Eremomycetaceae	Arthrographis	Arthrographis kalrae 
OTU556	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus macrocarpum 
OTU241	Fungi	Ascomycota	Leotiomycetes	Helotiales	Dermateaceae	Mollisia	NA
OTU709	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	NA	NA
OTU651	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	NA	NA
OTU656	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	NA
OTU743	Fungi	Ascomycota	Leotiomycetes	Helotiales	Myxotrichaceae	Oidiodendron	Oidiodendron truncatum 
OTU892	Fungi	Basidiomycota	NA	NA	NA	NA	NA
OTU1353	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Hypholoma	Hypholoma lateritium 
OTU1381	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Powellomycetaceae	NA	NA
OTU3361	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	NA	NA	NA
OTU1546	Fungi	NA	NA	NA	NA	NA	NA
OTU2410	Fungi	Rozellomycota	NA	GS05	NA	NA	NA
OTU383	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Podospora	NA
OTU15	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Cryptococcus	NA
OTU926	Fungi	NA	NA	NA	NA	NA	NA
OTU2618	Fungi	Chytridiomycota	NA	NA	NA	NA	NA
OTU1004	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	NA	NA
OTU571	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
OTU790	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	NA	NA
OTU401	Fungi	Basidiomycota	Tremellomycetes	Tremellales	NA	NA	NA
OTU283	Fungi	Ascomycota	Sordariomycetes	Sordariales	NA	NA	NA
OTU655	Fungi	NA	NA	NA	NA	NA	NA
OTU3316	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	NA
OTU2121	Fungi	Chytridiomycota	NA	NA	NA	NA	NA
OTU813	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
OTU1812	Fungi	NA	NA	NA	NA	NA	NA
OTU218	Fungi	Basidiomycota	Cystobasidiomycetes	NA	Symmetrosporaceae	Symmetrospora	NA
OTU2482	Fungi	Basidiomycota	Agaricomycetes	NA	NA	NA	NA
OTU1527	Fungi	NA	NA	NA	NA	NA	NA
OTU3557	Fungi	NA	NA	NA	NA	NA	NA
OTU1431	Fungi	Rozellomycota	NA	Gs05	NA	NA	NA
OTU697	Fungi	Basidiomycota	Microbotryomycetes	NA	Chrysozymaceae	Udeniozyma	NA
OTU1184	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinellus	Coprinellus micaceus 
OTU1479	Fungi	Cercozoa	NA	NA	NA	NA	NA
OTU931	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
OTU1013	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	NA	Minimedusa	Minimedusa polyspora 
OTU2845	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Piskurozymaceae	Solicoccozyma	Solicoccozyma terricola 
OTU2200	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	Rhodotorula diobovata 
OTU3756	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	NA	NA
OTU878	Fungi	NA	NA	NA	NA	NA	NA
OTU2737	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	Hirsutella	Hirsutella vermicola 
OTU416	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
OTU1206	Fungi	Basidiomycota	Pucciniomycetes	Platygloeales	Eocronartiaceae	Eocronartium	NA
OTU2018	Fungi	NA	NA	NA	NA	NA	NA
OTU1226	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	NA
OTU3205	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Neonectria	Neonectria lugdunensis 
OTU1757	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1070	Fungi	Ascomycota	Sordariomycetes	Branch06	NA	NA	NA
OTU284	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	NA	NA
OTU1057	Fungi	Rozellomycota	NA	NA	NA	NA	NA
OTU136	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Cyberlindnera	Cyberlindnera suaveolens 
OTU2834	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU453	Fungi	NA	NA	NA	NA	NA	NA
OTU3399	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	NA
OTU1905	Fungi	Basidiomycota	NA	NA	NA	NA	NA
OTU803	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	NA	NA	NA
OTU1660	Fungi	Ascomycota	Sordariomycetes	Sordariales	NA	NA	NA
OTU325	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Schizothecium	NA
OTU1112	Fungi	NA	NA	NA	NA	NA	NA
OTU3376	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	NA
OTU3972	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	Curvularia inaequalis 
OTU263	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Striatibotrys	Striatibotrys eucylindrospora 
OTU74	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Lachnum	NA
OTU542	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	NA	NA
OTU169	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	NA	NA	NA
OTU825	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU640	Fungi	Basidiomycota	Agaricomycetes	NA	NA	NA	NA
OTU301	Fungi	Basidiobolomycota	Basidiobolomycetes	Basidiobolales	Basidiobolaceae	Basidiobolus	NA
OTU797	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Chromosera	NA
OTU1730	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Agaricus	Agaricus gastronevadensis 
OTU1269	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	Rhodotorula toruloides 
OTU613	Fungi	Chytridiomycota	NA	NA	NA	NA	NA
OTU2827	Fungi	Mucoromycota	NA	NA	NA	Bifiguratus	Bifiguratus adelaidae 
OTU837	Fungi	Monoblepharomycota	Monoblepharidomycetes	Monoblepharidales	NA	NA	NA
OTU369	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Mrakia	NA
OTU3716	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU3758	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	NA
OTU2960	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
OTU2180	Fungi	Basidiomycota	Agaricomycetes	NA	NA	NA	NA
OTU1087	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Striaticonidium	Striaticonidium brachysporum 
OTU1246	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Scutellinia	NA
OTU2430	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	Bovista	Bovista promontorii 
OTU736	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
OTU2720	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	NA
OTU2427	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Westerdykella	NA
OTU1026	Fungi	NA	NA	NA	NA	NA	NA
OTU2105	Fungi	Basidiomycota	NA	NA	NA	NA	NA
OTU348	Fungi	Kickxellomycota	Kickxellomycetes	Kickxellales	Kickxellaceae	Ramicandelaber	NA
OTU371	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	Talaromyces ucrainicus 
OTU2431	Fungi	NA	NA	NA	NA	NA	NA
OTU1496	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	Cladophialophora chaetospira 
OTU2364	Fungi	Basidiomycota	Tremellomycetes	NA	NA	NA	NA
OTU2492	Fungi	Rozellomycota	NA	NA	NA	NA	NA
OTU734	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Phialophora	Phialophora foetens 
OTU1690	Fungi	Ascomycota	Sordariomycetes	Sordariales	NA	Conlarium	NA
OTU452	Fungi	Ascomycota	Sordariomycetes	Xylariales	Microdochiaceae	Microdochium	NA
OTU567	Fungi	Chytridiomycota	NA	NA	NA	NA	NA
OTU620	Fungi	Glomeromycota	Archaeosporomycetes	Archaeosporales	NA	NA	NA
OTU2039	Fungi	NA	NA	NA	NA	NA	NA
OTU3353	Fungi	NA	NA	NA	NA	NA	NA
OTU3958	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium roseopurpureum 
OTU100	Fungi	Ascomycota	Sordariomycetes	Sordariales	NA	NA	NA
OTU1477	Fungi	Ascomycota	Eurotiomycetes	Onygenales	NA	NA	NA
OTU3261	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	NA
OTU1466	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	NA	NA	NA
OTU2210	Fungi	NA	NA	NA	NA	NA	NA
OTU508	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Conocybe	Conocybe moseri 
OTU779	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Sagenomella	Sagenomella striatispora 
OTU1738	Fungi	Rozellomycota	NA	NA	NA	NA	NA
OTU2025	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	NA
OTU1228	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	NA
OTU750	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Volutella	NA
OTU159	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	NA	Minimedusa	Minimedusa polyspora 
OTU173	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
OTU142	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Waitea	NA
OTU3191	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Neonectria	Neonectria lugdunensis 
OTU1410	Fungi	Rozellomycota	NA	NA	NA	NA	NA
OTU1833	Fungi	Basidiomycota	Agaricomycetes	Russulales	Lachnocladiaceae	Dichostereum	Dichostereum effuscatum 
OTU432	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU605	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Scutellinia	NA
OTU518	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Psathyrella	Psathyrella subsingeri 
OTU670	Fungi	Chytridiomycota	Rhizophlyctidomycetes	Rhizophlyctidales	Rhizophlyctidaceae	Rhizophlyctis	NA
OTU1213	Fungi	Ascomycota	Dothideomycetes	Venturiales	Venturiaceae	NA	NA
OTU394	Fungi	Basidiomycota	Microbotryomycetes	Leucosporidiales	NA	NA	NA
OTU599	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Conocybe	Conocybe mesospora 
OTU192	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	NA	NA	NA
OTU1480	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Flagelloscypha	NA
OTU339	Fungi	Ascomycota	Laboulbeniomycetes	NA	NA	NA	NA
OTU1065	Fungi	Ascomycota	Sordariomycetes	Magnaporthales	Magnaporthaceae	Slopeiomyces	Slopeiomyces cylindrosporus 
OTU2803	Fungi	NA	NA	NA	NA	NA	NA
OTU56	Fungi	NA	NA	NA	NA	NA	NA
OTU2268	Fungi	NA	NA	NA	NA	NA	NA
OTU1719	Fungi	NA	NA	NA	NA	NA	NA
OTU826	Fungi	Basidiomycota	Agaricomycetes	NA	NA	NA	NA
OTU3740	Fungi	NA	NA	NA	NA	NA	NA
OTU1676	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	Talaromyces verruculosus 
OTU3144	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU592	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	NA	NA
OTU1533	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	Diversisporaceae	NA	NA
OTU3139	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Neonectria	Neonectria lugdunensis 
OTU2446	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	NA	NA	NA
OTU1626	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
OTU807	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinopsis	NA
OTU1498	Fungi	NA	NA	NA	NA	NA	NA
OTU2023	Fungi	Basidiomycota	Agaricomycetes	NA	NA	NA	NA
OTU1267	Fungi	Chytridiomycota	NA	NA	NA	NA	NA
OTU838	Fungi	Kickxellomycota	Kickxellomycetes	Kickxellales	Kickxellaceae	Ramicandelaber	NA
OTU310	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1313	Fungi	NA	NA	NA	NA	NA	NA
OTU755	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	NA
OTU3259	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Didymosphaeria	NA
OTU606	Fungi	Glomeromycota	Archaeosporomycetes	Archaeosporales	NA	NA	NA
OTU608	Fungi	NA	NA	NA	NA	NA	NA
OTU760	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
OTU1122	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium	Metarhizium marquandii 
OTU1762	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1515	Fungi	NA	NA	NA	NA	NA	NA
OTU1162	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	NA	NA
OTU751	Fungi	NA	NA	NA	NA	NA	NA
OTU450	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Peziza	NA
OTU2346	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
OTU831	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1215	Fungi	Rozellomycota	NA	NA	NA	NA	NA
OTU1818	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae	Postia	Postia stiptica 
OTU3162	Fungi	NA	NA	NA	NA	NA	NA
OTU1822	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU647	Fungi	Basidiomycota	Agaricomycetes	NA	NA	NA	NA
OTU793	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	NA
OTU1499	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
OTU2097	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Powellomycetaceae	NA	NA
OTU2462	Fungi	Glomeromycota	Archaeosporomycetes	Archaeosporales	NA	NA	NA
OTU1413	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Scolecobasidium	Scolecobasidium constrictum 
OTU859	Fungi	Basidiomycota	Agaricomycetes	NA	NA	NA	NA
OTU1558	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Conocybe	NA
OTU1115	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	Calvatia	Calvatia gigantea 
OTU716	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	NA	NA
OTU2374	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	NA	NA	NA
OTU645	Fungi	Chytridiomycota	NA	NA	NA	NA	NA
OTU873	Fungi	NA	NA	NA	NA	NA	NA
OTU3698	Fungi	NA	NA	NA	NA	NA	NA
OTU2897	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	NA
OTU2769	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Kregervanrija	NA
OTU451	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU324	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	Hydnodontaceae	Trechispora	NA
OTU3056	Fungi	NA	NA	NA	NA	NA	NA
OTU516	Fungi	Glomeromycota	Archaeosporomycetes	Archaeosporales	Archaeosporaceae	NA	NA
OTU766	Fungi	Chytridiomycota	Agaricomycetes	NA	NA	NA	NA
OTU2631	Fungi	NA	NA	NA	NA	NA	NA
OTU548	Fungi	NA	NA	NA	NA	NA	NA
OTU2625	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Phaeohelotium	NA
OTU1114	Fungi	Ascomycota	Sordariomycetes	Magnaporthales	Magnaporthaceae	NA	NA
OTU2425	Fungi	Basidiomycota	Agaricomycetes	Russulales	Lachnocladiaceae	Dichostereum	Dichostereum pallescens 
OTU2667	Fungi	Chytridiomycota	NA	NA	NA	NA	NA
OTU1725	Fungi	Rozellomycota	NA	NA	NA	NA	NA
OTU3521	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	NA	NA
OTU3231	Fungi	Zoopagomycota	Zoopagomycetes	Zoopagales	Piptocephalidaceae	Syncephalis	NA
OTU1981	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae	Hyphodermella	Hyphodermella rosae 
OTU392	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	NA	NA
OTU242	Fungi	Rozellomycota	NA	NA	NA	NA	NA
OTU805	Fungi	Basidiomycota	Microbotryomycetes	Leucosporidiales	Leucosporidiaceae	Leucosporidium	Leucosporidium escuderoi 
OTU129	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Hymenoscyphus	NA
OTU2308	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU603	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
OTU1181	Fungi	Chytridiomycota	Rhizophlyctidomycetes	Rhizophlyctidales	Rhizophlyctidaceae	Rhizophlyctis	NA
OTU3654	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Schizothecium	NA
OTU1029	Fungi	NA	NA	NA	NA	NA	NA
OTU1547	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Armillaria	Armillaria mellea 
OTU345	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU3200	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Tausonia	Tausonia pullulans 
OTU972	Fungi	Rozellomycota	NA	NA	NA	NA	NA
OTU86	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	NA	NA
OTU1349	Fungi	NA	NA	NA	NA	NA	NA
OTU363	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Beauveria	NA
OTU2982	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusicolla	NA
OTU272	Fungi	NA	NA	NA	NA	NA	NA
OTU715	Fungi	NA	NA	NA	NA	NA	NA
OTU231	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Lachnum	NA
OTU941	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU662	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Cylindrocarpon	NA
OTU672	Fungi	NA	NA	NA	NA	NA	NA
OTU2205	Fungi	Rozellomycota	NA	Branch02	NA	NA	NA
OTU1892	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	NA
OTU1305	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	NA	NA
OTU1351	Fungi	NA	NA	NA	NA	NA	NA
OTU1390	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU679	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
OTU2693	Fungi	NA	NA	NA	NA	NA	NA
OTU290	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	NA
OTU849	Fungi	Rozellomycota	NA	NA	NA	NA	NA
OTU3218	Fungi	Rozellomycota	NA	NA	NA	NA	NA
OTU2069	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Lipomycetaceae	Lipomyces	Lipomyces japonicus 
OTU199	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	NA	NA
OTU1335	Fungi	NA	NA	NA	NA	NA	NA
OTU2796	Fungi	NA	NA	NA	NA	NA	NA
OTU409	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Psathyrella	NA
OTU2159	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Waitea	NA
OTU313	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	NA	NA
OTU442	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Filobasidium	Filobasidium floriforme 
OTU213	Fungi	Ascomycota	Sordariomycetes	Xylariales	Microdochiaceae	Microdochium	NA
OTU1440	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Neoascochyta	NA
OTU1001	Fungi	Basidiomycota	Microbotryomycetes	Leucosporidiales	Leucosporidiaceae	Leucosporidium	Leucosporidium golubevii 
OTU1170	Fungi	NA	NA	NA	NA	NA	NA
OTU1230	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Psathyrella	NA
OTU584	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
OTU563	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU503	Fungi	Chytridiomycota	Rhizophydiomycetes	Rhizophydiales	NA	NA	NA
OTU2686	Fungi	NA	NA	NA	NA	NA	NA
OTU1584	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
OTU2213	Fungi	Chytridiomycota	NA	NA	NA	NA	NA
OTU2505	Fungi	Chytridiomycota	NA	NA	NA	NA	NA
OTU217	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	NA
OTU2012	Fungi	NA	NA	NA	NA	NA	NA
OTU1735	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU771	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Veronaea	NA
OTU3338	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
OTU3995	Fungi	Chytridiomycota	Rhizophydiomycetes	Rhizophydiales	NA	NA	NA
OTU2235	Fungi	NA	NA	NA	NA	NA	NA
OTU969	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria	NA
OTU597	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	Coniochaeta acaciae 
OTU1566	Fungi	Ascomycota	Leotiomycetes	NA	NA	NA	NA
OTU2130	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	Lycoperdon	NA
OTU3531	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1597	Fungi	NA	NA	NA	NA	NA	NA
OTU347	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU1173	Fungi	Ascomycota	Eurotiomycetes	Onygenales	NA	NA	NA
OTU520	Fungi	Rozellomycota	NA	NA	NA	NA	NA
OTU561	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	NA	NA
OTU2674	Fungi	Ascomycota	Dothideomycetes	Capnodiales	NA	NA	NA
OTU2661	Fungi	Anthophyta	Eudicotyledonae	Rosales	Rosaceae	Prunus	NA
OTU842	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Tetraplosphaeriaceae	NA	NA
OTU874	Fungi	Rozellomycota	NA	NA	NA	NA	NA
OTU1060	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Dactylella	Dactylella tenuis 
OTU275	Fungi	Basidiobolomycota	Basidiobolomycetes	Basidiobolales	Basidiobolaceae	Basidiobolus	NA
OTU1265	Fungi	Ascomycota	Leotiomycetes	Helotiales	Leotiaceae	Neobulgaria	NA
OTU955	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Powellomycetaceae	NA	NA
OTU2567	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Mycosphaerella	NA
OTU3708	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Prunus	NA
OTU2332	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Coprinus	Coprinus littoralis 
OTU598	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	NA	NA	NA
OTU162	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Paramyrothecium	NA
OTU229	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Hannaella	Hannaella oryzae 
OTU2274	Fungi	Basidiomycota	Agaricomycetes	Polyporales	NA	NA	NA
OTU3346	Fungi	Basidiomycota	Microbotryomycetes	Leucosporidiales	Leucosporidiaceae	Leucosporidium	Leucosporidium fragarium 
OTU399	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	NA
OTU3994	Fungi	NA	NA	NA	NA	NA	NA
OTU629	Fungi	Basidiomycota	Microbotryomycetes	NA	NA	Colacogloea	NA
OTU423	Fungi	Zoopagomycota	NA	NA	NA	NA	NA
OTU467	Fungi	Rozellomycota	NA	NA	NA	NA	NA
